Application_ID,Age,Education,Employment_Type,Marital_Status,Dependents,Property_Area,Experience_Years,Monthly_Income,Credit_Score,Loan_Amount,Loan_Term_Months,Existing_Loan,EMI,Savings,Debt_to_Income_Ratio,Loan_Approved
APP-00582,27,Matric,Unemployed,Married,3,Rural,4,42209,464,2810739,36,No,90287,292751,2.139,0
APP-00583,50,PhD,Self-employed,Single,1,Semiurban,28,143053,538,1429328,24,No,74360,1019622,0.52,0
APP-00584,31,Master,Business,Married,2,Semiurban,4,218621,701,272903,72,Yes,4533,1762276,0.021,1
APP-00585,23,Matric,Salaried,Single,0,Rural,0,107178,622,1020243,48,No,24749,248886,0.231,1
APP-00586,32,Matric,Self-employed,Married,0,Urban,6,114027,632,528670,72,No,8777,299372,0.077,1
APP-00587,27,Bachelor,Self-employed,Married,2,Rural,4,95482,621,2771695,36,No,97956,801841,1.026,0
APP-00588,51,Master,Business,Married,4,Urban,25,337277,728,1715270,12,No,156470,2217312,0.464,1
APP-00589,64,Master,Business,Married,0,Rural,39,281859,636,1868407,72,No,29887,941398,0.106,1
APP-00590,59,Bachelor,Salaried,Single,0,Rural,35,212733,740,2059484,48,No,48873,856278,0.23,1
APP-00591,45,Bachelor,Salaried,Single,0,Rural,23,161258,626,2926176,48,Yes,65952,1143009,0.409,1
APP-00592,34,Bachelor,Self-employed,Married,4,Semiurban,6,128841,584,1041208,24,No,50704,880229,0.394,0
APP-00593,24,Master,Salaried,Single,3,Urban,0,172390,569,789197,84,Yes,11607,509471,0.067,1
APP-00594,49,PhD,Salaried,Married,0,Rural,24,189951,645,728373,48,Yes,17758,1167260,0.093,1
APP-00595,25,Master,Salaried,Single,4,Urban,2,201945,664,1450093,24,Yes,65641,288187,0.325,1
APP-00596,63,Matric,Salaried,Single,3,Semiurban,41,227615,677,2591721,60,No,47877,1032405,0.21,1
APP-00597,44,Bachelor,Business,Single,2,Semiurban,19,142184,578,860956,72,No,14026,841431,0.099,1
APP-00598,44,Bachelor,Salaried,Single,2,Semiurban,15,138148,618,987977,72,No,17063,539862,0.124,1
APP-00599,56,Matric,Salaried,Married,2,Urban,31,142433,665,1996424,72,Yes,32429,46069,0.228,1
APP-00600,63,Master,Salaried,Married,3,Urban,35,245703,594,2341105,12,No,224460,903441,0.914,0
APP-00601,54,Bachelor,Salaried,Married,4,Urban,30,129973,702,2021792,36,No,70641,296268,0.544,0
APP-00602,44,Bachelor,Self-employed,Married,3,Semiurban,19,101416,724,1233859,24,Yes,58309,100135,0.575,0
APP-00603,51,Master,Salaried,Single,4,Rural,23,214899,849,723538,84,No,9336,1748268,0.043,1
APP-00604,37,Intermediate,Business,Single,1,Semiurban,14,181944,724,1055083,60,No,21610,812207,0.119,1
APP-00605,52,Intermediate,Self-employed,Married,3,Urban,29,183334,752,1106152,72,Yes,17495,1441907,0.095,1
APP-00606,60,Bachelor,Salaried,Married,0,Semiurban,34,141325,690,2137998,72,No,33577,786644,0.238,1
APP-00607,57,Matric,Salaried,Married,3,Urban,29,100575,634,1264650,36,No,45153,500391,0.449,1
APP-00608,57,Intermediate,Self-employed,Married,1,Urban,32,200842,702,2778306,72,Yes,48991,263564,0.244,1
APP-00609,21,Bachelor,Self-employed,Married,1,Urban,0,126693,546,104331,12,No,10249,222854,0.081,1
APP-00610,29,Bachelor,Salaried,Married,1,Semiurban,4,151298,676,2608963,60,Yes,49183,609559,0.325,1
APP-00611,56,Intermediate,Self-employed,Single,1,Semiurban,27,127457,734,1350844,36,Yes,43106,1096985,0.338,1
APP-00612,59,Bachelor,Business,Married,0,Semiurban,36,338269,714,277216,24,Yes,12745,2546015,0.038,1
APP-00613,48,Bachelor,Business,Married,0,Semiurban,20,329281,848,2174722,24,No,108535,1356879,0.33,1
APP-00614,29,Master,Salaried,Married,1,Rural,6,186460,750,193476,72,Yes,2934,1359987,0.016,1
APP-00615,45,PhD,Salaried,Married,3,Urban,21,125682,579,1624061,24,No,76019,691065,0.605,1
APP-00616,21,Master,Salaried,Married,2,Urban,0,181023,703,1299217,12,Yes,126225,588725,0.697,1
APP-00617,31,Master,Salaried,Married,0,Semiurban,5,216088,551,2016749,24,Yes,106561,1203582,0.493,0
APP-00618,39,Master,Unemployed,Single,1,Semiurban,13,80986,615,2529495,36,No,89936,22818,1.111,0
APP-00619,62,Intermediate,Salaried,Married,0,Urban,40,164710,632,1888702,48,No,47862,1063498,0.291,1
APP-00620,22,Bachelor,Salaried,Married,2,Urban,0,168319,602,2862594,24,No,151238,17086,0.899,0
APP-00621,34,Matric,Unemployed,Single,1,Urban,7,28234,604,1465265,60,No,30860,125981,1.093,0
APP-00622,51,Bachelor,Salaried,Married,0,Semiurban,28,224689,628,755362,60,Yes,14323,444174,0.064,1
APP-00623,56,Bachelor,Business,Married,3,Urban,34,355811,687,862803,48,Yes,20913,2921898,0.059,1
APP-00624,60,Bachelor,Salaried,Single,1,Urban,33,189687,834,2426344,72,No,41570,262313,0.219,1
APP-00625,33,Bachelor,Business,Married,0,Urban,5,131800,742,1616925,72,No,25785,908760,0.196,1
APP-00626,34,Bachelor,Self-employed,Married,3,Urban,8,203079,610,1533331,72,Yes,23033,277531,0.113,1
APP-00627,36,Bachelor,Self-employed,Married,1,Rural,9,182725,695,1035709,60,No,22264,97566,0.122,1
APP-00628,48,Bachelor,Salaried,Married,3,Semiurban,21,205699,828,2154300,48,No,55864,1247976,0.272,1
APP-00629,44,Master,Salaried,Married,4,Urban,22,207011,637,1140444,36,Yes,37493,632863,0.181,0
APP-00630,35,Intermediate,Self-employed,Married,0,Urban,13,87100,802,2007266,48,No,51656,179446,0.593,1
APP-00631,47,Bachelor,Salaried,Married,1,Urban,25,182184,598,1138457,48,No,26485,938665,0.145,1
APP-00632,43,Matric,Salaried,Single,4,Semiurban,15,132518,759,1762656,84,Yes,24092,791704,0.182,1
APP-00633,60,Bachelor,Self-employed,Single,4,Semiurban,32,210778,579,2722819,24,No,137147,1479416,0.651,0
APP-00634,64,Bachelor,Salaried,Married,0,Rural,40,212355,626,1046301,84,No,16008,877838,0.075,1
APP-00635,55,Bachelor,Self-employed,Married,0,Semiurban,30,193568,747,1530024,72,No,25243,516289,0.13,1
APP-00636,22,Matric,Self-employed,Single,1,Urban,0,176776,844,134012,72,No,2063,517730,0.012,1
APP-00637,22,Intermediate,Self-employed,Married,0,Urban,0,101190,817,1000542,24,No,47055,819052,0.465,1
APP-00638,24,Master,Business,Married,2,Urban,0,198766,622,2853915,24,Yes,129288,1228284,0.65,0
APP-00639,42,Master,Salaried,Married,0,Semiurban,14,208964,619,2723229,72,Yes,47824,1819838,0.229,1
APP-00640,26,Master,Salaried,Married,4,Semiurban,0,87357,634,263944,12,No,24939,603391,0.285,1
APP-00641,59,Bachelor,Self-employed,Married,1,Urban,34,135066,656,2203627,48,Yes,57705,251382,0.427,0
APP-00642,48,Master,Self-employed,Married,1,Semiurban,20,99086,583,899288,60,No,17257,242298,0.174,1
APP-00643,27,Master,Self-employed,Single,4,Rural,4,126565,677,564710,12,No,58446,1083120,0.462,1
APP-00644,51,Bachelor,Business,Married,4,Urban,26,121191,827,1999955,60,No,40807,14507,0.337,1
APP-00645,54,Master,Salaried,Married,2,Rural,25,166822,820,1317745,48,No,33449,414470,0.201,1
APP-00646,29,Intermediate,Self-employed,Married,4,Semiurban,0,107306,691,2109386,84,No,32020,756258,0.298,1
APP-00647,47,Master,Self-employed,Married,2,Semiurban,24,184691,646,727395,24,Yes,34253,1506030,0.185,0
APP-00648,22,Master,Self-employed,Married,3,Urban,0,192769,685,2808668,72,No,49079,1663634,0.255,1
APP-00649,61,PhD,Self-employed,Married,4,Urban,35,310110,772,1407981,12,No,150339,1641570,0.485,1
APP-00650,51,Bachelor,Self-employed,Married,4,Semiurban,23,169729,702,1755464,72,No,29612,1374170,0.174,1
APP-00651,37,Master,Salaried,Married,3,Rural,12,191322,647,1385979,60,Yes,29887,26105,0.156,0
APP-00652,38,Bachelor,Salaried,Single,1,Urban,14,164082,738,1156504,84,Yes,16726,648902,0.102,1
APP-00653,45,Intermediate,Salaried,Married,1,Semiurban,17,206350,693,1229636,36,Yes,37242,395114,0.18,1
APP-00654,21,Bachelor,Salaried,Married,3,Semiurban,0,64372,688,1604329,72,No,26001,545888,0.404,1
APP-00655,46,Master,Business,Married,4,Urban,17,131100,698,1824620,84,No,25020,1025582,0.191,1
APP-00656,47,Bachelor,Self-employed,Single,0,Urban,24,139870,667,2557856,48,No,69188,10037,0.495,1
APP-00657,46,PhD,Salaried,Married,0,Urban,20,226863,677,2382373,36,Yes,73016,463400,0.322,1
APP-00658,52,Master,Business,Married,1,Urban,29,349502,554,306384,72,No,4633,2765475,0.013,1
APP-00659,23,Bachelor,Business,Married,4,Semiurban,0,102813,488,1296278,84,No,16684,215591,0.162,1
APP-00660,36,Intermediate,Salaried,Married,2,Urban,9,72594,517,2794749,24,No,146601,498121,2.019,1
APP-00661,32,Matric,Salaried,Single,4,Urban,5,164987,678,1197034,24,No,56804,361637,0.344,1
APP-00662,63,Intermediate,Salaried,Married,0,Urban,34,123595,669,1394416,24,No,74837,453035,0.606,1
APP-00663,64,Bachelor,Business,Married,1,Rural,39,367386,680,2681692,36,No,82182,3072138,0.224,1
APP-00664,62,Bachelor,Salaried,Married,1,Urban,37,130092,538,1624616,24,No,83292,493157,0.64,0
APP-00665,43,Bachelor,Business,Single,0,Semiurban,20,276483,831,2879060,48,Yes,65591,1680930,0.237,1
APP-00666,46,Intermediate,Salaried,Single,2,Urban,19,176504,721,601994,24,No,28286,773043,0.16,1
APP-00667,44,Bachelor,Salaried,Married,2,Semiurban,16,89419,485,1861331,72,Yes,31010,325315,0.347,0
APP-00668,64,Bachelor,Salaried,Married,0,Semiurban,35,148040,532,1936082,60,Yes,38784,1268062,0.262,1
APP-00669,64,Matric,Business,Married,2,Semiurban,40,95776,626,883930,12,No,79927,87442,0.835,0
APP-00670,57,Bachelor,Salaried,Married,2,Rural,33,163756,618,1068410,36,No,38291,511935,0.234,1
APP-00671,43,Bachelor,Salaried,Single,3,Semiurban,17,115488,641,1040325,36,No,35049,548606,0.303,1
APP-00672,23,Master,Salaried,Married,0,Semiurban,1,140343,710,664365,12,No,70772,1013852,0.504,1
APP-00673,32,Intermediate,Self-employed,Single,1,Semiurban,4,183624,696,516460,84,Yes,7795,133351,0.042,1
APP-00674,61,Bachelor,Self-employed,Married,4,Semiurban,33,134643,432,2891671,72,No,51869,681810,0.385,0
APP-00675,27,Matric,Self-employed,Single,4,Semiurban,0,126748,742,1015767,12,Yes,102659,877424,0.81,0
APP-00676,48,Matric,Business,Married,4,Semiurban,22,172948,759,1148025,24,No,57569,69155,0.333,1
APP-00677,46,Bachelor,Salaried,Married,2,Urban,18,119548,717,1775259,48,No,42948,327545,0.359,1
APP-00678,36,Bachelor,Self-employed,Married,2,Semiurban,7,116690,712,2935142,60,Yes,55762,557860,0.478,0
APP-00679,45,Master,Salaried,Married,2,Urban,17,128487,682,1916344,72,Yes,29868,789521,0.232,1
APP-00680,40,Matric,Business,Married,1,Urban,17,304325,628,1082099,72,Yes,18558,1560642,0.061,1
APP-00681,46,Intermediate,Salaried,Married,4,Semiurban,17,119408,684,1158783,84,No,17130,943730,0.143,1
APP-00682,52,PhD,Salaried,Married,3,Rural,24,154500,641,1157975,84,No,15337,955161,0.099,1
APP-00683,47,Bachelor,Unemployed,Single,4,Rural,22,61492,527,1007272,24,Yes,46436,358152,0.755,0
APP-00684,28,Matric,Self-employed,Married,1,Rural,0,84304,686,1402970,36,Yes,49378,113088,0.586,0
APP-00685,21,Master,Business,Single,0,Rural,0,127678,692,287486,84,No,4376,376590,0.034,1
APP-00686,27,Intermediate,Salaried,Married,2,Urban,0,77622,602,1060655,24,No,48221,54772,0.621,0
APP-00687,45,Bachelor,Salaried,Married,1,Rural,19,97180,835,267403,60,No,4955,457185,0.051,1
APP-00688,49,Bachelor,Salaried,Single,4,Urban,21,155984,752,2930095,72,No,44365,1321414,0.284,1
APP-00689,42,PhD,Salaried,Married,4,Urban,13,180685,770,1756455,36,No,60769,81939,0.336,1
APP-00690,33,Master,Salaried,Married,2,Semiurban,5,100029,608,923837,36,No,29733,366440,0.297,1
APP-00691,36,Intermediate,Self-employed,Married,2,Rural,10,118750,713,1258496,24,Yes,67761,920294,0.571,0
APP-00692,23,Intermediate,Salaried,Married,1,Urban,0,50399,584,2570373,84,No,37887,281772,0.752,0
APP-00693,48,Bachelor,Salaried,Married,0,Urban,26,117526,640,379916,84,Yes,5570,996275,0.047,1
APP-00694,40,Bachelor,Salaried,Married,2,Rural,14,118610,733,1699826,84,No,24322,126189,0.205,1
APP-00695,51,Master,Salaried,Married,4,Semiurban,23,231263,628,2673338,72,Yes,45779,229073,0.198,0
APP-00696,33,Matric,Self-employed,Single,2,Semiurban,9,224013,760,1915599,48,No,46802,78304,0.209,1
APP-00697,63,Intermediate,Salaried,Single,3,Rural,38,162593,699,2866394,60,No,59235,1059671,0.364,1
APP-00698,57,Master,Salaried,Single,0,Semiurban,28,212487,798,683072,72,No,11425,1085373,0.054,1
APP-00699,38,Intermediate,Self-employed,Single,2,Urban,11,85164,708,2163356,12,No,220855,18625,2.593,0
APP-00700,33,Master,Business,Married,1,Urban,5,274036,569,1077362,60,Yes,21883,112537,0.08,0
APP-00701,26,Intermediate,Self-employed,Married,2,Rural,0,79787,584,1776373,24,No,88083,551440,1.104,0
APP-00702,39,Bachelor,Salaried,Single,0,Semiurban,13,102392,612,1621093,12,Yes,150788,791675,1.473,0
APP-00703,36,Intermediate,Self-employed,Married,0,Semiurban,8,89545,711,599755,48,No,15815,760310,0.177,1
APP-00704,38,Bachelor,Salaried,Married,1,Urban,16,146099,662,581809,72,No,9404,1002934,0.064,1
APP-00705,55,Bachelor,Salaried,Married,4,Semiurban,28,122266,524,2351347,60,Yes,45888,645779,0.375,0
APP-00706,21,Bachelor,Salaried,Married,2,Rural,0,172845,688,2463319,60,Yes,51752,1226383,0.299,1
APP-00707,36,PhD,Salaried,Married,4,Rural,13,141717,541,2740955,36,No,87182,218106,0.615,0
APP-00708,22,Bachelor,Self-employed,Married,1,Urban,0,92215,524,2197951,24,Yes,102593,541313,1.113,0
APP-00709,24,Bachelor,Salaried,Single,3,Urban,0,178014,695,2065425,60,No,40477,664229,0.227,1
APP-00710,26,Matric,Salaried,Married,1,Semiurban,0,81553,627,1937986,48,No,45470,184698,0.558,0
APP-00711,57,Bachelor,Self-employed,Married,0,Urban,28,222624,711,678843,24,Yes,36126,1118837,0.162,1
APP-00712,32,Bachelor,Salaried,Married,0,Urban,4,79170,720,960075,60,Yes,17438,296543,0.22,1
APP-00713,43,Intermediate,Unemployed,Married,2,Urban,18,64851,544,1264638,60,No,23590,382598,0.364,0
APP-00714,37,Master,Business,Married,3,Rural,12,220050,621,2867203,24,No,149242,195964,0.678,0
APP-00715,35,PhD,Business,Single,0,Rural,8,338438,521,2130871,60,Yes,41195,1646617,0.122,1
APP-00716,61,Bachelor,Business,Married,2,Semiurban,39,130535,545,2246962,24,No,102416,26375,0.785,0
APP-00717,58,Bachelor,Salaried,Married,4,Urban,30,234785,723,412051,48,Yes,11125,1887631,0.047,1
APP-00718,64,Matric,Self-employed,Married,4,Semiurban,38,127288,561,2573722,84,Yes,33332,716376,0.262,0
APP-00719,61,Matric,Salaried,Married,4,Urban,38,199554,590,1767391,84,No,26343,1131470,0.132,1
APP-00720,55,Master,Salaried,Married,0,Rural,29,195378,582,2004514,60,No,37621,1086419,0.193,1
APP-00721,40,Master,Business,Married,2,Semiurban,18,234065,623,2374284,36,No,72568,779822,0.31,1
APP-00722,22,Bachelor,Salaried,Married,1,Semiurban,0,138184,440,2492001,84,No,37282,138501,0.27,1
APP-00723,64,Bachelor,Business,Married,2,Semiurban,38,178986,610,501468,12,No,52271,1557334,0.292,1
APP-00724,64,Intermediate,Business,Married,2,Urban,41,224036,667,2236919,60,No,47278,1203481,0.211,1
APP-00725,32,Bachelor,Salaried,Married,0,Semiurban,4,142909,715,441447,60,No,9096,339205,0.064,1
APP-00726,39,Bachelor,Salaried,Single,3,Rural,17,92469,613,1711589,48,No,39947,780008,0.432,1
APP-00727,59,Intermediate,Self-employed,Single,0,Rural,31,117244,606,2864630,48,No,70173,233009,0.599,0
APP-00728,46,Bachelor,Unemployed,Married,2,Urban,23,75187,724,1654473,60,No,32729,273894,0.435,1
APP-00729,37,Bachelor,Salaried,Married,3,Urban,12,202569,769,2058979,36,No,64785,209756,0.32,1
APP-00730,49,Master,Salaried,Single,2,Rural,22,226081,658,1378283,12,No,133871,234839,0.592,1
APP-00731,24,Bachelor,Self-employed,Single,1,Urban,0,120649,775,1997465,48,No,47737,481466,0.396,1
APP-00732,37,Master,Self-employed,Married,4,Urban,10,103350,728,1074645,48,No,26789,836641,0.259,1
APP-00733,41,Matric,Salaried,Single,1,Rural,17,184554,669,1004498,48,Yes,24996,1015771,0.135,1
APP-00734,58,Intermediate,Salaried,Married,4,Semiurban,32,120156,637,2340604,48,No,58445,670457,0.486,0
APP-00735,62,Bachelor,Self-employed,Married,3,Rural,36,280085,629,1781594,84,Yes,25398,2413324,0.091,0
APP-00736,60,Bachelor,Salaried,Married,2,Rural,36,176719,657,1539918,60,Yes,28233,106950,0.16,1
APP-00737,55,Matric,Self-employed,Married,0,Urban,29,104332,712,2450008,24,No,116721,731927,1.119,1
APP-00738,63,Bachelor,Self-employed,Married,3,Urban,37,145790,527,2801433,36,No,89697,845358,0.615,0
APP-00739,26,Bachelor,Salaried,Married,2,Semiurban,4,111593,755,1687916,72,No,26812,230375,0.24,1
APP-00740,52,Master,Self-employed,Married,4,Semiurban,25,169617,737,1965993,60,Yes,41232,135702,0.243,1
APP-00741,49,PhD,Salaried,Married,1,Urban,24,209843,781,874508,48,No,23274,1238736,0.111,1
APP-00742,55,Intermediate,Salaried,Single,4,Urban,33,120375,479,1120669,36,Yes,36652,446282,0.304,0
APP-00743,24,Matric,Self-employed,Single,2,Semiurban,0,155520,668,2104676,84,No,29044,231668,0.187,1
APP-00744,55,Bachelor,Unemployed,Married,4,Semiurban,30,93820,487,2508359,84,Yes,33104,88343,0.353,0
APP-00745,51,Master,Self-employed,Married,3,Rural,27,162880,747,2823172,48,Yes,71433,1000534,0.439,0
APP-00746,34,Matric,Self-employed,Married,1,Semiurban,10,135850,655,2551550,24,No,118120,352368,0.869,1
APP-00747,44,Bachelor,Salaried,Married,4,Semiurban,22,174485,766,1730969,36,Yes,59040,300699,0.338,1
APP-00748,30,Matric,Self-employed,Married,4,Urban,5,34731,567,912902,24,No,45092,147405,1.298,0
APP-00749,32,Bachelor,Business,Single,2,Rural,10,120017,634,2406648,72,No,41591,616782,0.347,1
APP-00750,59,Intermediate,Business,Single,4,Urban,37,231673,595,776503,36,Yes,27580,1990259,0.119,0
APP-00751,34,Intermediate,Salaried,Married,1,Urban,8,104849,580,1720496,12,Yes,169436,696136,1.616,0
APP-00752,63,Matric,Unemployed,Married,2,Urban,34,72388,648,687371,84,No,9623,631839,0.133,0
APP-00753,29,Matric,Salaried,Married,0,Semiurban,6,58599,594,1530360,60,No,33156,187175,0.566,0
APP-00754,36,Bachelor,Unemployed,Married,4,Urban,11,54280,580,2631910,24,No,121164,359760,2.232,0
APP-00755,51,Intermediate,Self-employed,Married,2,Rural,24,118013,684,2622183,12,No,252374,949479,2.139,0
APP-00756,43,Bachelor,Self-employed,Single,4,Rural,18,69428,560,2870283,72,No,43845,258966,0.632,0
APP-00757,26,Intermediate,Salaried,Married,1,Urban,0,152283,749,2549711,12,Yes,274200,64708,1.801,1
APP-00758,46,Bachelor,Salaried,Married,2,Urban,19,120832,447,1143840,48,No,27540,274491,0.228,1
APP-00759,43,Bachelor,Salaried,Married,1,Urban,19,209699,734,2418020,84,No,34085,124427,0.163,1
APP-00760,26,Master,Salaried,Single,3,Urban,2,198383,605,1645140,60,No,29998,565943,0.151,1
APP-00761,34,Master,Business,Married,0,Semiurban,8,293478,614,965048,84,No,13065,2527728,0.045,1
APP-00762,36,Intermediate,Unemployed,Single,0,Rural,13,54810,497,1267574,24,No,65007,438583,1.186,0
APP-00763,34,Intermediate,Business,Married,3,Semiurban,10,107858,685,1829504,36,No,55137,377375,0.511,1
APP-00764,40,Intermediate,Self-employed,Married,4,Urban,14,82888,777,1708678,72,Yes,30622,401637,0.369,0
APP-00765,33,Intermediate,Salaried,Married,3,Urban,8,135535,657,536700,72,Yes,9473,350641,0.07,1
APP-00766,44,Bachelor,Self-employed,Married,0,Urban,18,250390,574,448405,12,No,41617,1772204,0.166,1
APP-00767,42,Bachelor,Self-employed,Married,2,Semiurban,13,248385,794,443275,72,No,6990,1933921,0.028,1
APP-00768,40,Intermediate,Business,Single,4,Semiurban,12,180116,770,2670202,48,No,69642,1549998,0.387,1
APP-00769,60,Bachelor,Salaried,Married,3,Semiurban,38,220872,704,2283484,24,No,108729,1314116,0.492,1
APP-00770,54,Bachelor,Unemployed,Married,3,Semiurban,29,105619,492,1927791,48,No,50470,504509,0.478,0
APP-00771,49,Matric,Salaried,Single,1,Urban,24,207414,584,2863049,36,No,97781,865566,0.471,1
APP-00772,24,Bachelor,Salaried,Married,0,Semiurban,0,169780,606,2228068,36,No,71125,33259,0.419,1
APP-00773,50,Bachelor,Salaried,Single,3,Rural,25,188034,694,737547,24,No,35518,94179,0.189,1
APP-00774,46,Bachelor,Unemployed,Married,2,Urban,23,82234,556,545544,24,No,28537,343838,0.347,0
APP-00775,39,Matric,Unemployed,Married,1,Urban,14,47042,757,2655280,84,No,37759,64766,0.803,0
APP-00776,51,Master,Salaried,Single,4,Urban,28,240813,811,2402611,72,No,38752,885094,0.161,1
APP-00777,21,Bachelor,Salaried,Married,0,Urban,0,118115,650,646363,24,Yes,32667,740076,0.277,1
APP-00778,46,Master,Salaried,Married,1,Rural,18,181791,702,1749258,36,No,58418,1139298,0.321,1
APP-00779,47,Bachelor,Business,Married,0,Semiurban,19,171689,612,1547031,24,No,75857,1371606,0.442,1
APP-00780,32,Bachelor,Salaried,Married,1,Semiurban,6,162501,508,357471,72,No,6341,1167593,0.039,1
APP-00781,22,Bachelor,Self-employed,Married,2,Rural,0,173066,850,2007798,48,No,47496,798525,0.274,1
APP-00782,48,Master,Salaried,Single,3,Urban,25,247465,677,2343227,36,Yes,76008,459110,0.307,1
APP-00783,33,Bachelor,Business,Single,1,Urban,7,111315,584,484533,60,Yes,8876,223092,0.08,1
APP-00784,53,Master,Unemployed,Married,3,Urban,28,129347,648,2475253,48,No,59357,858352,0.459,0
APP-00785,57,Bachelor,Business,Married,0,Urban,31,144364,732,2393474,60,No,50885,56023,0.352,1
APP-00786,64,Intermediate,Self-employed,Married,0,Rural,38,181880,779,2216811,24,Yes,116667,1485378,0.641,1
APP-00787,44,Bachelor,Salaried,Married,2,Rural,15,88075,624,603623,84,No,8206,647816,0.093,0
APP-00788,28,Intermediate,Self-employed,Married,4,Urban,2,221228,617,1282200,24,No,59456,1400530,0.269,1
APP-00789,23,Intermediate,Salaried,Married,4,Semiurban,1,164622,718,2129122,36,No,66872,690917,0.406,1
APP-00790,50,Bachelor,Salaried,Single,4,Rural,25,185162,720,1330420,12,Yes,129459,1001120,0.699,1
APP-00791,51,Matric,Salaried,Married,1,Semiurban,23,92768,712,541259,24,Yes,26099,806787,0.281,1
APP-00792,49,Matric,Salaried,Married,1,Semiurban,25,132401,642,1406884,48,No,37874,131701,0.286,1
APP-00793,52,Bachelor,Business,Single,3,Rural,23,132824,644,2190923,24,Yes,103778,555389,0.781,0
APP-00794,34,Master,Salaried,Married,2,Urban,8,119049,523,2282931,84,Yes,32856,349974,0.276,1
APP-00795,59,Bachelor,Salaried,Married,0,Semiurban,33,131492,629,2915263,48,No,69989,584679,0.532,0
APP-00796,32,Bachelor,Business,Single,4,Semiurban,3,302117,699,1281597,84,Yes,19106,1115523,0.063,1
APP-00797,54,Bachelor,Salaried,Married,0,Rural,29,139162,671,1258175,36,Yes,38090,834356,0.274,1
APP-00798,42,Master,Business,Married,3,Urban,16,229029,615,2181530,48,No,57254,735735,0.25,1
APP-00799,31,Intermediate,Business,Married,1,Urban,4,89982,538,556610,12,Yes,57404,599643,0.638,0
APP-00800,25,Bachelor,Salaried,Married,3,Semiurban,0,129442,473,1976343,48,No,51033,560104,0.394,1
APP-00801,24,Matric,Salaried,Married,3,Semiurban,0,84695,614,2077165,60,Yes,44565,552740,0.526,0
APP-00802,22,Master,Salaried,Married,1,Semiurban,0,88170,741,1191723,36,No,39784,378921,0.451,1
APP-00803,22,PhD,Self-employed,Single,3,Semiurban,0,180365,669,1638827,72,No,26804,234402,0.149,1
APP-00804,45,Matric,Salaried,Single,4,Semiurban,17,132697,551,1889718,72,No,30406,716443,0.229,1
APP-00805,56,Master,Salaried,Single,3,Semiurban,28,133299,665,1156480,36,No,36909,130035,0.277,1
APP-00806,55,Intermediate,Salaried,Married,4,Semiurban,28,94014,511,995318,60,No,17935,533526,0.191,1
APP-00807,24,Intermediate,Salaried,Single,0,Semiurban,1,176158,770,2876442,36,No,94212,746664,0.535,1
APP-00808,41,Bachelor,Business,Single,3,Semiurban,19,276382,565,2727048,48,Yes,70030,937366,0.253,0
APP-00809,63,Intermediate,Salaried,Single,0,Semiurban,41,212453,611,2685393,48,No,66730,705202,0.314,1
APP-00810,49,Master,Self-employed,Single,1,Semiurban,25,127957,604,1442643,36,No,51495,26292,0.402,1
APP-00811,35,Bachelor,Self-employed,Married,0,Semiurban,10,119890,764,550067,48,No,12783,826196,0.107,1
APP-00812,58,Intermediate,Salaried,Married,1,Urban,29,167750,677,1939968,12,No,195888,267506,1.168,1
APP-00813,39,Matric,Business,Single,4,Rural,15,224721,461,1596823,24,Yes,73533,1764374,0.327,0
APP-00814,27,Intermediate,Salaried,Married,4,Urban,4,68825,635,830929,48,No,19105,117157,0.278,0
APP-00815,32,Master,Salaried,Single,3,Semiurban,9,180268,513,2549205,12,Yes,247993,142957,1.376,0
APP-00816,56,Master,Self-employed,Married,2,Rural,33,152783,611,924726,48,No,21739,14694,0.142,0
APP-00817,59,Matric,Self-employed,Married,1,Urban,31,205244,708,1058254,36,No,34105,1034446,0.166,1
APP-00818,37,Matric,Self-employed,Married,0,Semiurban,13,103717,720,2633526,84,Yes,34170,402544,0.329,1
APP-00819,33,Master,Unemployed,Single,3,Semiurban,5,76559,756,1369087,60,No,24851,489871,0.325,1
APP-00820,38,Intermediate,Self-employed,Married,1,Rural,12,243191,787,507650,60,No,9369,1453791,0.039,1
APP-00821,44,Bachelor,Salaried,Married,0,Urban,22,139040,726,234411,48,No,5854,422610,0.042,1
APP-00822,47,Bachelor,Salaried,Married,2,Semiurban,18,191081,691,2399820,60,Yes,51652,1456092,0.27,1
APP-00823,30,Intermediate,Unemployed,Married,0,Urban,1,28034,667,2402381,36,No,76014,12459,2.711,0
APP-00824,63,PhD,Business,Married,2,Semiurban,40,229460,546,579177,84,No,8222,154535,0.036,1
APP-00825,60,Bachelor,Self-employed,Single,4,Semiurban,32,231185,661,1084131,72,Yes,16822,693850,0.073,1
APP-00826,62,PhD,Salaried,Married,3,Semiurban,34,220528,591,2742194,36,No,87854,955424,0.398,1
APP-00827,55,Bachelor,Unemployed,Single,2,Urban,29,97119,533,493522,24,Yes,26436,114332,0.272,0
APP-00828,21,Intermediate,Business,Married,3,Rural,0,295776,761,326884,60,No,6256,322067,0.021,1
APP-00829,30,Bachelor,Self-employed,Single,3,Semiurban,5,170939,699,604393,24,Yes,32436,293590,0.19,1
APP-00830,34,Bachelor,Self-employed,Single,0,Rural,5,205849,731,146539,12,No,13837,780569,0.067,1
APP-00831,53,Bachelor,Salaried,Single,3,Urban,27,231441,773,2447628,48,Yes,62190,1728626,0.269,1
